Unnamed: 0,firstname,count,taux_sm,taux_ab,taux_b,taux_tb,taux_fel,Traditionnel,Moderne,Inventé,Européen,Musulman,Africain,Asiatique
5729,DELAMARRE,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5730,DELAMOTTE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5731,DELANCHY,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5732,DELANDRE,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5733,DELANGLE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5734,DELANNOY,2,0.0,0.5,0.5,0.0,0.0,0,0,0,0,0,0,0
5735,DELANOE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5736,DELANSAY,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5737,DELARETTE,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5738,DELASALLE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5739,DELAUNAY,3,0.0,0.333333333333333,0.0,0.666666666666667,0.0,0,0,0,0,0,0,0
5740,DELAVAL,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0,0,0
5741,DELAY,2,0.5,0.0,0.0,0.5,0.0,0,0,0,0,0,0,0
5742,DELAYE,4,0.25,0.0,0.5,0.25,0.0,0,0,0,0,0,0,0
5743,DELAYEN,2,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5744,DELBAERE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5745,DELBIANCO,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5746,DELBOS,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5747,DELBOY,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5748,DELCOMBEL,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5749,DELCOURT,3,0.333333333333333,0.0,0.333333333333333,0.0,0.333333333333333,0,0,0,0,0,0,0
5750,DELEAU,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5751,DELEGUE,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5752,DELEUZE,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5753,DELEVACQUE,2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5754,DELGADO,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0,0,0
5755,DELHAYE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5756,DELHIA,1,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0
5757,DELHOM,2,0.0,0.5,0.5,0.0,0.0,0,0,0,0,0,0,0
5758,DELHORME,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5759,DELHYA,2,0.5,0.0,0.0,0.0,0.5,0,0,1,0,0,0,0
5760,DELIA,3,0.0,0.333333333333333,0.333333333333333,0.333333333333333,0.0,0,0,0,1,0,0,0
5761,DELICIA,3,0.0,0.666666666666667,0.333333333333333,0.0,0.0,0,0,1,0,0,0,0
5762,DELIENNE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5763,DELIERE,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5764,DELIEUTRAZ,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5765,DELIL,2,0.0,0.5,0.5,0.0,0.0,0,0,0,0,1,0,0
5766,DELINA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0
5767,DELINDA,4,0.25,0.0,0.5,0.25,0.0,0,0,1,0,0,0,0
5768,DELIO,5,0.0,0.4,0.0,0.4,0.2,0,0,0,1,0,0,0
5769,DELION,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5770,DELISLE,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5771,DELIZEE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5772,DELLA,2,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
5773,DELLAGIACOMA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5774,DELLEL,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5775,DELLINDA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5776,DELMAS,3,0.0,0.0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0
5777,DELMER,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5778,DELOFFRE,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5779,DELON,2,0.0,0.5,0.0,0.5,0.0,0,0,1,0,0,0,0
5780,DELORME,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5781,DELOS,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5782,DELOTTERIE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5783,DELOZANNE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5784,DELPEUX,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5785,DELPHIN,1,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5786,DELPHINE,20,0.2,0.1,0.3,0.1,0.3,1,0,0,0,0,0,0
5787,DELPHY,1,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5788,DELPINO,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5789,DELPIT,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5790,DELPY,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5791,DELRIEU,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5792,DELSALLE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5793,DELSOL,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5794,DELTOUR,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5795,DELUNSCH,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5796,DELVALLEE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5797,DELVAUX,2,0.5,0.0,0.5,0.0,0.0,0,0,0,0,0,0,0
5798,DELY,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5799,DELYA,3,0.0,0.0,0.333333333333333,0.0,0.666666666666667,0,0,1,0,0,0,0
5800,DELYO,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5801,DELZANO,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5802,DEM,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5803,DEMAINEVILLE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5804,DEMANDRE,2,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5805,DEMANGE,5,0.6,0.0,0.2,0.0,0.2,0,0,0,0,0,0,0
5806,DEMANGEON,2,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5807,DEMARQUE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5808,DEMBA,5,0.2,0.4,0.4,0.0,0.0,0,0,0,0,1,1,0
5809,DEMERCASTEL,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5810,DEMERENS,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5811,DEMESTER,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5812,DEMET,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
5813,DEMETRE,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
5814,DEMEURE,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0,0,0
5815,DEMEZICQ,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5816,DEMIERRE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5817,DEMIR,2,0.5,0.0,0.5,0.0,0.0,0,0,0,0,1,0,0
5818,DEMNI,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5819,DEMOLIN,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5820,DEMOUCELLE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5821,DEMOYE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5822,DEMSÉ,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5823,DEMYAN,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
5824,DEN,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
5825,DENA,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0
5826,DENECIA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5827,DENEUX,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5828,DENI,1,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5829,DENIA,2,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
5830,DENIAU,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5831,DENIEL,2,0.0,0.5,0.5,0.0,0.0,0,0,1,0,0,0,0
5832,DENIS,18,0.388888888888889,0.388888888888889,0.0555555555555556,0.0555555555555556,0.111111111111111,1,0,0,0,0,0,0
5833,DENIS-CONSTANTIN,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5834,DENISA,2,0.5,0.0,0.5,0.0,0.0,0,0,0,1,0,0,0
5835,DENISE,2,0.0,0.5,0.0,0.5,0.0,1,0,0,0,0,0,0
5836,DENISET,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5837,DENISS,1,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0
5838,DENISSE,1,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0
5839,DENIZ,12,0.5,0.25,0.0833333333333333,0.0,0.166666666666667,0,0,0,0,1,0,0
5840,DENIZOT,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5841,DENLY,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5842,DENNEQUIN,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5843,DENNIS,2,0.0,0.0,0.5,0.5,0.0,0,0,0,1,0,0,0
5844,DENNYS,2,0.5,0.0,0.0,0.5,0.0,0,0,0,1,0,0,0
5845,DENORME,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5846,DENOVAN,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0
5847,DENOYER,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5848,DENTIN,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5849,DENY,1,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5850,DENYA-ANAÏSSA,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5851,DENYS,4,0.0,0.5,0.0,0.5,0.0,1,0,0,0,0,0,0
5852,DENYSE,1,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0
5853,DEODAT,1,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
5854,DEPARIS,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5855,DEPHIKA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5856,DEPINCE,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5857,DEPLEDT,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5858,DEPOND,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5859,DEPRETZ,2,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5860,DEPREZ,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5861,DEPUISET,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5862,DEQUE,2,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5863,DERAED,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5864,DERAEDT,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5865,DERAIN,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5866,DERAMAIX,2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5867,DERBAL,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5868,DERBANNE,2,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5869,DERC'HEN,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5870,DEREAT,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5871,DERECK,1,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5872,DEREGNIEAUX,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5873,DEREK,3,0.333333333333333,0.333333333333333,0.0,0.333333333333333,0.0,0,0,0,1,0,0,0
5874,DEREN,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0
5875,DEREUMAUX,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5876,DEREY,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5877,DERI,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5878,DERIN,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
5879,DERKAOUI,2,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5880,DERNESTO,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5881,DEROSIAUX,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5882,DEROSSY,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5883,DERRADJI,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
5884,DERRE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5885,DERRIEN,2,0.0,0.5,0.5,0.0,0.0,0,0,0,0,0,0,0
5886,DERRIPS,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5887,DERSIM,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
5888,DERYA,2,0.5,0.0,0.0,0.5,0.0,0,0,0,0,1,0,0
5889,DERYSS,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5890,DES,15,0.0,0.0,0.333333333333333,0.266666666666667,0.4,0,0,0,0,0,0,0
5891,DESAGE,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5892,DESBOEUFS,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5893,DESBOUIS,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5894,DESBUREAUX,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5895,DESCHAMPS,2,0.0,0.0,0.5,0.5,0.0,0,0,0,0,0,0,0
5896,DESCHAUME,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5897,DESCHLER,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5898,DESEBE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5899,DESENCLOS,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5900,DESESBATS,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5901,DESETANGS,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5902,DESFORGES,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5903,DESHAIES,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5904,DESHAYES,4,0.5,0.0,0.25,0.25,0.0,0,0,0,0,0,0,0
5905,DESILE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5906,DESILES,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5907,DESIRE,2,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5908,DESJARDINS,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5909,DESLANCES,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5910,DESLANDES,4,0.0,0.0,0.5,0.25,0.25,0,0,0,0,0,0,0
5911,DESMARS,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5912,DESMAU,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5913,DESMETTRE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5914,DESMIER,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5915,DESMOND,1,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0
5916,DESMOUTIER,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5917,DESNOYERS,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5918,DESODT,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5919,DESORMEAUX,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5920,DESPAQUIS,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5921,DESPORT,2,0.0,0.0,0.5,0.5,0.0,0,0,0,0,0,0,0
5922,DESPRES,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5923,DESPRETS,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5924,DESPREZ,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5925,DESPRIEE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5926,DESPROLET,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5927,DESSAGNE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5928,DESSAGNES,2,0.0,0.0,0.5,0.5,0.0,0,0,0,0,0,0,0
5929,DESSAINT,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5930,DESSAUNY,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5931,DESSAUVAGES,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5932,DESSEIGNE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5933,DESSELLE,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5934,DESTA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5935,DESTINY,2,0.5,0.5,0.0,0.0,0.0,0,0,1,0,0,0,0
5936,DESTINÉE,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
5937,DESTRIBATS,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5938,DESTROT,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5939,DESTRUEL,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5940,DESVALOIS,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5941,DESVERGNES,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5942,DETANTE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5943,DETOEUF,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5944,DETRAUX,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5945,DEUTOU,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5946,DEUZÉ,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5947,DEVA,8,0.25,0.0,0.5,0.125,0.125,0,0,0,0,0,0,1
5948,DEVA-LUNA,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5949,DEVAA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5950,DEVADATA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5951,DEVAN,1,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5952,DEVARAJ,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1
5953,DEVAUX,2,0.0,0.0,0.5,0.0,0.5,0,0,0,1,0,0,0
5954,DEVAYANI,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5955,DEVE,1,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
5956,DEVEN,3,0.666666666666667,0.333333333333333,0.0,0.0,0.0,0,0,1,0,0,0,0
5957,DEVENDRA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5958,DEVI,2,0.5,0.0,0.0,0.5,0.0,0,0,0,0,0,0,1
5959,DEVIC,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5960,DEVIE,1,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0
5961,DEVIERS,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5962,DEVNA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5963,DEVOLDER,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5964,DEVON,4,0.5,0.25,0.0,0.0,0.25,0,0,0,1,0,0,0
5965,DEVOUGE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5966,DEVRAN,3,0.0,0.333333333333333,0.0,0.666666666666667,0.0,0,0,0,0,1,0,0
5967,DEVRIS,2,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
5968,DEWAELE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5969,DEWAN,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
5970,DEWARD,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5971,DEWEL,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5972,DEWEY,2,0.5,0.0,0.0,0.5,0.0,0,0,1,0,0,0,0
5973,DEWI,2,0.0,0.5,0.5,0.0,0.0,1,0,0,0,0,0,0
5974,DEWILDEMAN,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5975,DEWY,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5976,DEXTER,4,0.0,0.25,0.0,0.5,0.25,0,0,0,1,0,0,0
5977,DEYAN,3,0.333333333333333,0.333333333333333,0.333333333333333,0.0,0.0,0,0,0,1,0,0,0
5978,DEYANN,1,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
5979,DEYDIER,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5980,DEYLEM,2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5981,DEYNISS,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
5982,DEYVID,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5983,DEYYAN,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
5984,DEZZIE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5985,DEÏLYA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5986,DGIOVAN,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5987,DHAFER,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
5988,DHAFEUR,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5989,DHARSHANA,2,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5990,DHAYLAN,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5991,DHAYNA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5992,DHORDAIN,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5993,DHRUVANE,2,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5994,DHYA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
5995,DHÉLIAT,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5996,DI,28,0.142857142857143,0.214285714285714,0.25,0.214285714285714,0.178571428571429,0,0,1,0,0,0,0
5997,DI'HARY,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5998,DIAB,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
5999,DIAFOUKA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
6000,DIAGO,2,0.0,0.5,0.5,0.0,0.0,0,0,1,0,0,0,0
6001,DIAGOURAGA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
6002,DIAGUELY,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
6003,DIAHOUAKOU,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
6004,DIAKABANA,2,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
6005,DIAKHOMBA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
6006,DIAKITE,3,0.0,0.333333333333333,0.0,0.0,0.666666666666667,0,0,0,0,0,0,0
6007,DIALLO,4,0.25,0.0,0.5,0.0,0.25,0,0,0,0,0,1,0
6008,DIAMA,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
6009,DIAMANT,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
6010,DIAMANTINO,1,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
6011,DIAMILATOU,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0
6012,DIAMOND,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
6013,DIAMONDRA,2,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0
6014,DIAMOUSSA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
6015,DIANA,30,0.133333333333333,0.466666666666667,0.166666666666667,0.1,0.133333333333333,0,0,0,1,0,0,0
6016,DIANA-ELENA,2,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
6017,DIANAFING,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
6018,DIANE,85,0.0352941176470588,0.0352941176470588,0.270588235294118,0.305882352941176,0.352941176470588,1,0,0,0,0,0,0
6019,DIANE-CHARLOTTE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
6020,DIANNA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
6021,DIANZENZA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
6022,DIAO,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
6023,DIARATA,2,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
6024,DIARD,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
6025,DIARIETOU,3,0.0,0.0,0.0,0.666666666666667,0.333333333333333,0,0,0,0,1,1,0
6026,DIARRA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0
6027,DIARRHA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
